"I","L","Amb 1","Amb 2","Mean % Full","Mean % P1","Mean % P2","Mean % P3","Mean % Null"
168,100,35,20,20.1823099566768,0,18.293419240852,0,26.4908942554763
270,100,35,20,16.5945108897142,0,17.2815226199704,0,31.2806303913424
500,100,35,20,15.5449212533556,0,11.5359445905991,0,36.4573927939252
900,100,35,20,17.1595194767222,0,7.45068195276065,0,41.7507186981476
1500,100,35,20,16.5473753060193,0,5.38308661667374,0,41.8209854638636
