name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time
Instance_168_100_,168,100,10,10803.02814,8.235,8.360944755,1.529383785,2,10803.79392
Instance_168_100_,168,100,50,9680.470243,5.663,8.056,42.25675437,2,10814.76452
Instance_168_100_,168,100,100,10826.20536,4.410150001,8.16025,85.03338886,2,10829.22406
Instance_168_100_,168,100,150,8197.334365,3.877511111,8.463646916,118.275246,2,10844.22962
Instance_168_100_,168,100,200,8254.577278,3.52295,8.73475,147.9385174,2,10859.5693
Instance_270_100_,270,100,10,10803.76472,9.305000009,9.6015,3.186458793,2,10804.6732
Instance_270_100_,270,100,50,9959.380021,7.724,10.076,30.45054376,2,10819.00654
Instance_270_100_,270,100,100,7278.219507,3.9888,9.90405,148.2964801,2,10836.36037
Instance_270_100_,270,100,150,9490.456652,3.9199,10.40922995,165.5483545,2,10855.30571
Instance_270_100_,270,100,200,10864.83471,3.9545,10.25574574,159.3436777,2,10873.03198
Instance_500_100_,500,100,10,5344.387589,11.022,11.203,1.642170205,2,10805.81477
Instance_500_100_,500,100,50,10390.3993,8.725,11.646,33.47851003,2,10823.23482
Instance_500_100_,500,100,100,9605.10181,4.69875,12.5727,167.575419,2,10848.17381
Instance_500_100_,500,100,150,10863.32313,4.551,12.38900942,172.2260915,2,10870.86505
Instance_500_100_,500,100,200,10886.52741,4.4612,13.3034,198.2022774,2,10896.81109
Instance_900_100_,900,100,10,7595.542573,13.765,13.8915,0.918997457,2,10808.641
Instance_900_100_,900,100,50,9690.457137,11.643,13.9995,20.23962896,2,10832.41693
Instance_900_100_,900,100,100,10855.759,7.5521,13.8223,83.02591332,2,10861.30589
Instance_900_100_,900,100,150,10884.70697,5.418344444,14.73525736,171.9512853,2,10894.41854
Instance_900_100_,900,100,200,3339.657787,5.2682,16.07054683,205.0481536,2,10925.19892
Instance_1500_100_,1500,100,10,6920.275064,13.7715,13.9025,0.951239879,2,10808.30935
Instance_1500_100_,1500,100,50,10834.98136,12.975,15.2375,17.43737958,2,10838.91047
Instance_1500_100_,1500,100,100,7425.726791,11.6353,16.10545,38.41886329,2,10878.66249
Instance_1500_100_,1500,100,150,10906.10884,8.8553,16.37759721,84.94683647,2,10917.49367
Instance_1500_100_,1500,100,200,3323.998097,6.2292,18.97355,204.5904771,2,10961.12558
