name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time
Instance_168_50_,168,50,10,10801.5994,7.675000013,7.975674094,3.9175776,2,10802.59768
Instance_168_50_,168,50,50,10374.87324,6.199,7.758,25.14921762,2,10809.26057
Instance_168_50_,168,50,100,10815.39848,5.58215,8.19315,46.77409242,2,10819.0712
Instance_168_50_,168,50,150,10170.81536,3.812011111,8.172246647,114.3815012,2,10826.73138
Instance_168_50_,168,50,200,10571.75325,3.03135,8.24285,171.9201016,2,10833.60699
Instance_270_50_,270,50,10,10802.31423,9.159,9.348366883,2.067549769,2,10803.13362
Instance_270_50_,270,50,50,10808.98648,6.724,8.731,29.84830458,2,10810.9175
Instance_270_50_,270,50,100,10736.73197,6.10795,9.5187,55.84115784,2,10822.35272
Instance_270_50_,270,50,150,10680.13445,4.480588889,9.65983685,115.5930189,2,10832.3517
Instance_270_50_,270,50,200,9688.02394,3.33045,9.7564,192.9453978,2,10840.59132
Instance_500_50_,500,50,10,10802.68789,10.297,10.42913325,1.2832208,2,10803.13545
Instance_500_50_,500,50,50,7986.947352,9.425,11.0425,17.16180371,2,10814.14998
Instance_500_50_,500,50,100,10825.43001,6.8018,11.6407,71.14146255,2,10829.90105
Instance_500_50_,500,50,150,10835.8222,4.3438,11.54942836,165.8830601,2,10841.18873
Instance_500_50_,500,50,200,4040.109005,4.2375,12.76095,201.1433628,2,10854.40822
Instance_900_50_,900,50,10,10804.29004,13.477,13.53522595,0.432039412,2,10805.79676
Instance_900_50_,900,50,50,10630.66887,12.073,13.709,13.5508987,2,10819.12194
Instance_900_50_,900,50,100,10831.21839,9.6969,14.00545,44.43224123,2,10836.48903
Instance_900_50_,900,50,150,8526.45637,5.133388889,14.37233784,179.9775773,2,10850.42663
Instance_900_50_,900,50,200,6952.045638,6.2755,14.9012,137.4504024,2,10869.41542
Instance_1500_50_,1500,50,10,10803.91305,13.837,13.89030247,0.385216957,2,10805.00407
Instance_1500_50_,1500,50,50,9446.988648,13.6325,15.16,11.20484137,2,10821.23269
Instance_1500_50_,1500,50,100,10779.85842,11.85365,15.84725,33.69088846,2,10842.95641
Instance_1500_50_,1500,50,150,8611.084033,9.924077778,16.7930773,69.2154946,2,10863.97993
Instance_1500_50_,1500,50,200,9361.726429,5.9145,17.1558379,190.0640443,2,10882.98574
