"I","L","Amb 1","Amb 2","Mean % Full","Mean % P1","Mean % P2","Mean % P3","Mean % Null"
168,100,35,20,18.7495868919403,0,20.800400210885,0,1.5531807854932
270,100,35,20,15.6843809516456,0,17.3703087187146,0,3.74956623430833
500,100,35,20,15.8451194459431,0,14.5223824213763,0,9.57263341441378
900,100,35,20,20.5595444336003,0,12.0235954047596,0,25.3595227313251
1500,100,35,20,27.1214370061257,0,15.0204677414551,0,32.284580713542
