"I","L","Amb 1","Amb 2","Mean % Full","Mean % P1","Mean % P2","Mean % P3","Mean % Null"
10,100,35,20,39.6339419886702,0,44.4585787454162,0,1.35133276371572
50,100,35,20,21.7114225889408,0,23.9785394621965,0,8.04922324335399
100,100,35,20,10.5745864891477,0,4.70725615508239,0,44.1329979380403
150,100,35,20,9.73565911185561,0,4.71073061378642,0,47.8043696038094
200,100,35,20,5.54729332096333,0,0.663039109220995,0,55.7102721856537
