"I","L","Amb 1","Amb 2","Mean % Full","Mean % P1","Mean % P2","Mean % P3","Mean % Null"
10,100,35,20,40.7325544020169,0,40.9436893534137,0,1.23677983398532
50,100,35,20,25.9165484778872,0,36.9851735907408,0,1.18330032697713
100,100,35,20,6.8699134322125,0,7.86497094039041,0,6.47588568655749
150,100,35,20,5.66645499273526,0,1.13733938715987,0,8.18458371700812
200,100,35,20,4.61300751102964,0,0.890645646588402,0,7.7117511591641
